"category","content"
"uterus","Colecta uterina interna con focos hiperecoicos en formas anulares"
"uterus","Con aumento del grosor en sus paredes, contenido ecogenico difuso sin movimiento ni focos en suspencion,"
"uterus","Con diámetro biparietal de ____ para una edad gestacional aproximada de __ semanas y __ días, para una fecha probable de parto aproximada del ________"
"uterus","En movimiento con amplia cantidad de líquido amniótico, fetos con esqueleto óseo bien definido, órganos abdominales diferenciables como hígado, riñones, vejiga urinaria, estómago y asas intestinales"
"uterus","En utero izquierdo se observa una estructura anecoica encapsulada bien definida con aumento de grosor en su pared"
"uterus","LATIDO FETAL:  De 140 a 160 lpm sufrimiento de parto"
"uterus","LATIDO FETAL:  De 160 a 180 lpm estrés fetal en riesgo"
"uterus","LATIDO FETAL:  De 180 a 200 lpm estrés de Parto"
"uterus","LATIDO FETAL:  Mayor a 200 lpm normal"
"uterus","Movimiento peristáltico intestinal fetal  que corrobora edad gestacional mayor a 60 días."
"uterus","No evaluable"
"uterus","Nota: la ecografía es una prueba dinámica donde los cachorros están en movimiento en un abdomen cilíndrico donde puede variar el número de cachorros a la primera impresión"
"uterus","Nota:* en algunas ocasiones un feto puede ser contado dos veces o alguno se puede esconder al ultrasonido por los órganos abdominales, para determinar confiabilidad en el número de cachorros  se"
"uterus","Nota:** recomienda realizar ecografía de control con Radiografía LL o VD para determinar el número exacto de cachorros y su posicionamiento previo al parto."
"uterus","Paredes con engrosamiento mayor a un cm de diámetro,"
"uterus","Presentación   anterior o cefálica,"
"uterus","Presentación   posterior o pélvica ,"
"uterus","Pulmones ecogénicos con relación al parénquima hepático"
"uterus","Se hace medición de los sacos gestacionales,"
"uterus","Sin colecta uterina y sin focos ecogénicos en suspensión, sugerente de diestro,  endometritis o Hiperplasia endometrial"
"uterus","Sugerente de Piometra o Hiperplasia endometrial"
"uterus","Sugerente de maceracion fetal, retencion placentaria, metritis, loquios post parto"
"uterus","Sugerente de mucometra, hidrómetra, Hemómetra"
"uterus","Todos los fetos presentan fetocardia positiva,"
"uterus","Todos los fetos presentan un desarrollo adecuado para la edad calculada,"
"uterus","Tomando esta última como mejor referencia estimada del parto y probabilidad de ser antes."
"uterus","Ventral  a la vejiga se localiza el útero este se encuentra con"
"uterus","Ventral  a la vejiga se localiza el útero este se encuentra con contenido de fetos"
"uterus","Útero derecho un cachorro en"
"uterus","Útero izquierdo un cachorro en"
"urinary_bladder","Aumentada de tamaño con contenido anecoico"
"urinary_bladder","Con abundante sedimento urinario"
"urinary_bladder","Con leve contenido anecoico"
"urinary_bladder","Con leve contenido anecoico urinario seguido de focos en suspensión hiperecoicos sin sombra acústica"
"urinary_bladder","Con leve contenido urinario se evalúa tamaño de pared vesical craneal __mm, pared ventral ___mm, pared dorsal ___mm"
"urinary_bladder","Con leve sedimento urinario"
"urinary_bladder","Evidencia liquido libre con focos ecogenicos de celularidad en el cuadrante cistocolico"
"urinary_bladder","No evidencia líquido libre en el cuadrante cistocolico"
"urinary_bladder","No se aprecian masas, ni urolitos, ni estructuras vegetativas"
"urinary_bladder","Paredes con aumento de grosor e irregularidad en sus bordes de mucosa"
"urinary_bladder","Posición normal con moderado contenido anecoico, paredes conservadas hiperecogénicas"
"urinary_bladder","Presenta inflamación en pared vesical"
"urinary_bladder","Se aprecia una estructura hiperecoica redondeada con cuello pedunculada sin sobra acústica sugerente de pólipo o coagulo reciente."
"urinary_bladder","Se aprecian dos estructuras móviles  hiperecoicas con sombra acústica de 2 a 3 mm de diámetro sugerentes de litios vesicales."
"urinary_bladder","Se evidenció en su topografia habitual"
"urinary_bladder","Tanto en decubito dorsal como en cuadripedestacion"
"gallbladder","Con leve lodo biliar en proporción menor al 20%, Superficie interna regular lisa."
"gallbladder","Con moderado contenido ecogénico de lodo biliar en proporción cercana al 50% de su interior"
"gallbladder","Contenido anecoico homogéneo (normal)"
"gallbladder","Contenido anecoico homogéneo (normal), forma de saco, distención moderada, pared ecogénica, íntegra, lisa, de espesor normal"
"gallbladder","Contenido anecoico normal"
"gallbladder","Contenido ecogénico homogéneo móvil (sedimento)"
"gallbladder","Contenido mixto anecoico y ecogénico móvil"
"gallbladder","Distención leve"
"gallbladder","Distención moderada"
"gallbladder","Distención moderada (normal)"
"gallbladder","Espesor engrosado"
"gallbladder","Espesor normal"
"gallbladder","Forma de saco (normal)"
"gallbladder","Glaucoma"
"gallbladder","Pared con ecogenicidad aumentada"
"gallbladder","Pared conservada"
"gallbladder","Pared del conducto colédoco engrosada"
"gallbladder","Pared ecogénica, íntegra, lisa, de espesor normal"
"gallbladder","Se observa conducto Colédoco dilatado"
"gallbladder","Se observa conducto Cístico dilatado"
"gallbladder","Se observa en su interior una imagen hiperecoica móvil, con sombra acústica posterior ,"
"gallbladder","Se observa imagen nodular sugerente de hiperplasia de las glándulas mucinosas"
"gallbladder","Se observa imagen nodular sugerente de neoplasia"
"gallbladder","Se observa imagen nodular sugerente de pólipo"
"gallbladder","Se observa imagen sugerente de ruptura vesicular"
"gallbladder","Se observa patrón estrellado, sugerente de Mucocele"
"gallbladder","Se observa una imagen nodular en la pared, en la zona del (ápex - cuerpo - cuello)"
"gallbladder","Signo de doble pared vesicular colecistitis"
"gallbladder","Sobre distendida,"
"gallbladder","Superficie interna irregular,"
"gallbladder","Superficie interna regular"
