"category","content"
"RIÑON IZQUIERDO","Superficie irregular"
"RIÑON IZQUIERDO","Tamaño y ubicación anatómica normal"
"RIÑON IZQUIERDO","Tamaño y ubicación anatómica normal, capsula de superficie lisa, regular y ecogénica, conserva buena relación y diferenciación corticomedular"
"TESTICULOS","Ambos conservan tamaño normal ovoide, ecogénico, de textura fina homogénea, atravesado por una línea hiperecogénica del raffe central"
"TESTICULOS","Compatible con Seminoma, tumor de células Leydig, tumor de celulas de Sertoli (TCS o sertolinoma)"
"TESTICULOS","Dimensión en corte sagital ___mm de ancho y ___mm largo"
"TESTICULOS","En posición normal en su bolsa escrotal"
"TESTICULOS","Epidídimo hipoecoico con relación al parénquima testicular"
"TESTICULOS","Gónada derecha presenta"
"TESTICULOS","Gónada izquierda presenta"
"TESTICULOS","No evaluado"
"TESTICULOS","Paciente es criptórquido unilateral derecho"
"TESTICULOS","Paciente es criptórquido unilateral izquierdo"
"TESTICULOS","Parenquima irregular de ecotextura mixta anecoica, hipoecoida e hiperceogenicidad desproporcionada"
"TESTICULOS","Posición anatómica anormal extra abdominal"
"TESTICULOS","Posición anatómica anormal intra abdominal"
"TESTICULOS","Se sugiere realizar orquiectomia con estudio de histopatología para descartar malignidad."
"TESTICULOS","Se sugiere realizar prueba específica de Brucella Canis"
"TESTICULOS","Signos de epididimitis por agrandamiento testicular, con parenquima homogéneo, liquido anecoico periférico  en epidídimo"
"TESTICULOS","Signos de orquitis por agrandamiento testicular, con parénquima de textura moteada e hipoecoica"
"TESTICULOS","Tamaño aumentado"
"TESTICULOS","Tamaño normal Ovoide, ecogénico, de textura fina homogénea, atravesado por una línea hiperecogénica del mediastino testicular"
"TESTICULOS","Tamaño reducido"
"TORAX , PULMONES","Cohetes pulmonares confluentes fusionados en vista hepato diafragmática de patrón pulmón blanco"
"TORAX , PULMONES","Cohetes pulmonares o colas de cometa representativos de contusión pulmonar secundaria a trauma o edema intersticial en pacientes no traumatizados"
"TORAX , PULMONES","Efusión pericárdica donde el líquido contenido queda en evidencia por un borde hiperecoico compatible con el saco pericárdico que rodea el corazón"
"TORAX , PULMONES","Evaluación ecográfica enfocada en el tórax de paciente con trauma (TFAST)"
"TORAX , PULMONES","Imagen en espejo de hígado dentro del tórax que descarta presencia de efusión pleural"
"TORAX , PULMONES","Perpendicular a las costillas se aprecia el signo del cocodrilo formado por las cabezas de costillas y el espacio intercostal interpuesto, la línea hiperecoica representa la interfase Pulmón - Pleura"
"TORAX , PULMONES","Presencia de efusión pleural en mediastino craneal"
"TORAX , PULMONES","Presencia de enfisema subcutáneo"
"TORAX , PULMONES","Presenta signo de pulso pulmonar por deslizamiento hacia atrás y hacia adelante con cada latido cardiaco"
"TORAX , PULMONES","Signo de deslizamiento pleural positivo (normal)"
"TORAX , PULMONES","Signo de escalón por desvió del signo de deslizamiento de la continuidad normal de Pulmón Pleura  sugerente de desgarro intercostal, trauma de pared torácica, alteración del espacio pleural o afección"
"TORAX , PULMONES","Signo de punto pulmonar en tercio medio, tercio superior y tercio inferior torácico que establece diagnóstico de neumotórax masivo"
"TORAX , PULMONES","Signo de punto pulmonar en tercio superior torácico que establece diagnóstico de neumotórax  parcial"
"URETRA","En corte longitudinal a nivel prostático mantiene contorno estrecho."
"URETRA","Hinchada por la parte dercha"
"URETRA","No evaluada"
"URETRA","Presenta dilatación de la uretra"
"URETRA","Uretra tipo alfa"
"UTERO","Colecta uterina interna con focos hiperecoicos en formas anulares"
"UTERO","Con aumento del grosor en sus paredes, contenido ecogenico difuso sin movimiento ni focos en suspencion,"
"UTERO","Con diámetro biparietal de ____ para una edad gestacional aproximada de __ semanas y __ días, para una fecha probable de parto aproximada del ________"
"UTERO","En movimiento con amplia cantidad de líquido amniótico, fetos con esqueleto óseo bien definido, órganos abdominales diferenciables como hígado, riñones, vejiga urinaria, estómago y asas intestinales"
"UTERO","En utero izquierdo se observa una estructura anecoica encapsulada bien definida con aumento de grosor en su pared"
"UTERO","LATIDO FETAL:  De 140 a 160 lpm sufrimiento de parto"
"UTERO","LATIDO FETAL:  De 160 a 180 lpm estrés fetal en riesgo"
"UTERO","LATIDO FETAL:  De 180 a 200 lpm estrés de Parto"
"UTERO","LATIDO FETAL:  Mayor a 200 lpm normal"
"UTERO","Movimiento peristáltico intestinal fetal  que corrobora edad gestacional mayor a 60 días."
"UTERO","No evaluable"
"UTERO","Nota: la ecografía es una prueba dinámica donde los cachorros están en movimiento en un abdomen cilíndrico donde puede variar el número de cachorros a la primera impresión"
"UTERO","Nota:* en algunas ocasiones un feto puede ser contado dos veces o alguno se puede esconder al ultrasonido por los órganos abdominales, para determinar confiabilidad en el número de cachorros  se"
"UTERO","Nota:** recomienda realizar ecografía de control con Radiografía LL o VD para determinar el número exacto de cachorros y su posicionamiento previo al parto."
"UTERO","Paredes con engrosamiento mayor a un cm de diámetro,"
"UTERO","Presentación   anterior o cefálica,"
"UTERO","Presentación   posterior o pélvica ,"
"UTERO","Pulmones ecogénicos con relación al parénquima hepático"
"UTERO","Se hace medición de los sacos gestacionales,"
"UTERO","Sin colecta uterina y sin focos ecogénicos en suspensión, sugerente de diestro,  endometritis o Hiperplasia endometrial"
"UTERO","Sugerente de Piometra o Hiperplasia endometrial"
"UTERO","Sugerente de maceracion fetal, retencion placentaria, metritis, loquios post parto"
"UTERO","Sugerente de mucometra, hidrómetra, Hemómetra"
"UTERO RESPUESTA","Todos los fetos presentan fetocardia positiva,"
"UTERO","Todos los fetos presentan un desarrollo adecuado para la edad calculada,"
"UTERO","Tomando esta última como mejor referencia estimada del parto y probabilidad de ser antes."
"UTERO","Ventral  a la vejiga se localiza el útero este se encuentra con"
"UTERO","Ventral  a la vejiga se localiza el útero este se encuentra con contenido de fetos"
"UTERO","Útero derecho un cachorro en"
"UTERO","Útero izquierdo un cachorro en"
"VEJIGA URINARIA","Aumentada de tamaño con contenido anecoico"
"VEJIGA URINARIA","Con abundante sedimento urinario"
"VEJIGA URINARIA","Con leve contenido anecoico"
"VEJIGA URINARIA","Con leve contenido anecoico urinario seguido de focos en suspensión hiperecoicos sin sombra acústica"
"VEJIGA URINARIA","Con leve contenido urinario se evalúa tamaño de pared vesical craneal __mm, pared ventral ___mm, pared dorsal ___mm"
"VEJIGA URINARIA","Con leve sedimento urinario"
"VEJIGA URINARIA","Evidencia liquido libre con focos ecogenicos de celularidad en el cuadrante cistocolico"
"VEJIGA URINARIA","No evidencia líquido libre en el cuadrante cistocolico"
"VEJIGA URINARIA","No se aprecian masas, ni urolitos, ni estructuras vegetativas"
"VEJIGA URINARIA","Paredes con aumento de grosor e irregularidad en sus bordes de mucosa"
"VEJIGA URINARIA","Posición normal con moderado contenido anecoico, paredes conservadas hiperecogénicas"
"VEJIGA URINARIA","Presenta inflamación en pared vesical"
"VEJIGA URINARIA","Se aprecia una estructura hiperecoica redondeada con cuello pedunculada sin sobra acústica sugerente de pólipo o coagulo reciente."
"VEJIGA URINARIA","Se aprecian dos estructuras móviles  hiperecoicas con sombra acústica de 2 a 3 mm de diámetro sugerentes de litios vesicales."
"VEJIGA URINARIA","Se evidenció en su topografia habitual"
"VEJIGA URINARIA","Tanto en decubito dorsal como en cuadripedestacion"
"VESICULA BILIAR","Con leve lodo biliar en proporción menor al 20%, Superficie interna regular lisa."
"VESICULA BILIAR","Con moderado contenido ecogénico de lodo biliar en proporción cercana al 50% de su interior"
"VESICULA BILIAR","Contenido anecoico homogéneo (normal)"
"VESICULA BILIAR","Contenido anecoico homogéneo (normal), forma de saco, distención moderada, pared ecogénica, íntegra, lisa, de espesor normal"
"VESICULA BILIAR","Contenido anecoico normal"
"VESICULA BILIAR","Contenido ecogénico homogéneo móvil (sedimento)"
"VESICULA BILIAR","Contenido mixto anecoico y ecogénico móvil"
"VESICULA BILIAR","Distención leve"
"VESICULA BILIAR","Distención moderada"
"VESICULA BILIAR","Distención moderada (normal)"
"VESICULA BILIAR","Espesor engrosado"
"VESICULA BILIAR","Espesor normal"
"VESICULA BILIAR","Forma de saco (normal)"
"VESICULA BILIAR","Glaucoma"
"VESICULA BILIAR","Pared con ecogenicidad aumentada"
"VESICULA BILIAR","Pared conservada"
"VESICULA BILIAR","Pared del conducto colédoco engrosada"
"VESICULA BILIAR","Pared ecogénica, íntegra, lisa, de espesor normal"
"VESICULA BILIAR","Se observa conducto Colédoco dilatado"
"VESICULA BILIAR","Se observa conducto Cístico dilatado"
"VESICULA BILIAR","Se observa en su interior una imagen hiperecoica móvil, con sombra acústica posterior ,"
"VESICULA BILIAR","Se observa imagen nodular sugerente de hiperplasia de las glándulas mucinosas"
"VESICULA BILIAR","Se observa imagen nodular sugerente de neoplasia"
"VESICULA BILIAR","Se observa imagen nodular sugerente de pólipo"
"VESICULA BILIARnes","Se observa imagen sugerente de ruptura vesicular"
"VESICULA BILIAR","Se observa patrón estrellado, sugerente de Mucocele"
"VESICULA BILIAR","Se observa una imagen nodular en la pared, en la zona del (ápex - cuerpo - cuello)"
"VESICULA BILIAR","Signo de doble pared vesicular colecistitis"
"VESICULA BILIAR","Sobre distendida,"
"VESICULA BILIAR","Superficie interna irregular,"
"VESICULA BILIAR","Superficie interna regular"
